YEAR,APPRAISED IMPROVEMENTS,APPRAISED LAND,APPRAISED TOTAL,ASSESSED IMPROVEMENTS,ASSESSED LAND, ASSESSED TOTAL,ADDRESS,URL,SALE DATE,SALE PRICE,MODEL,STYLE,LIVING AREA,LAND AREA(SF),NBHD,STORIES,ROOMS,BEDROOMS,BATHS,HALF BATHS
2016,$178400,$358400,$536800,$178400,$358400,$536800,15 GRANBY ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5698,09/11/2013,$487500.00,Residential,Rsd Rnch/Splt Lvl,1084,19148,27,1 Story,6,3 Bedrooms,2,0
2018,$216900,$302300,$519200,$216900,$302300,$519200,66 DOVER ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5732,12/21/2012,$427000.00,Residential,Colonial,1586,10000,27,2 Stories,,3 Bedrooms,1,1
2017,$230500,$308500,$539000,$230500,$308500,$539000,66 DOVER ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5732,12/21/2012,$427000.00,Residential,Colonial,1586,10000,27,2 Stories,,3 Bedrooms,1,1
2016,$213600,$308500,$522100,$213600,$308500,$522100,66 DOVER ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5732,12/21/2012,$427000.00,Residential,Colonial,1586,10000,27,2 Stories,,3 Bedrooms,1,1
2018,$190500,$473900,$664400,$190500,$473900,$664400,46 SHORE DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5743,09/15/2017,$899000.00,Residential,Contemp/Modern,1088,12550,27,2 Stories,5,2 Bedrooms,1,1
2017,$203700,$483600,$687300,$203700,$483600,$687300,46 SHORE DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5743,09/15/2017,$899000.00,Residential,Contemp/Modern,1088,12550,27,2 Stories,5,2 Bedrooms,1,1
2016,$173000,$483600,$656600,$173000,$483600,$656600,46 SHORE DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5743,09/15/2017,$899000.00,Residential,Contemp/Modern,1088,12550,27,2 Stories,5,2 Bedrooms,1,1
2018,$269100,$287000,$556100,$269100,$287000,$556100,58 EATON ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5774,08/09/2016,$644900.00,Residential,Contemp/Modern,1811,6000,27,2 Stories,8,3 Bedrooms,2,0
2017,$306500,$292800,$599300,$306500,$292800,$599300,58 EATON ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5774,08/09/2016,$644900.00,Residential,Contemp/Modern,1811,6000,27,2 Stories,8,3 Bedrooms,2,0
2016,$269300,$292800,$562100,$269300,$292800,$562100,58 EATON ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5774,08/09/2016,$644900.00,Residential,Contemp/Modern,1811,6000,27,2 Stories,8,3 Bedrooms,2,0
2018,$251500,$332600,$584100,$251500,$332600,$584100,56 DARTON ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5781,03/31/2011,$535000.00,Residential,Ranch,1563,15663,27,1 Story,7,3 Bedrooms,1,1
2017,$228000,$339400,$567400,$228000,$339400,$567400,56 DARTON ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5781,03/31/2011,$535000.00,Residential,Ranch,1563,15663,27,1 Story,7,3 Bedrooms,1,1
2016,$199200,$339400,$538600,$199200,$339400,$538600,56 DARTON ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5781,03/31/2011,$535000.00,Residential,Ranch,1563,15663,27,1 Story,7,3 Bedrooms,1,1
2018,$209400,$302300,$511700,$209400,$302300,$511700,65 DOVER ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5790,09/30/2011,$431000.00,Residential,Rsd Rnch/Splt Lvl,1094,10000,27,1 Story,9,3 Bedrooms,1,1
2017,$197500,$308500,$506000,$197500,$308500,$506000,65 DOVER ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5790,09/30/2011,$431000.00,Residential,Rsd Rnch/Splt Lvl,1094,10000,27,1 Story,9,3 Bedrooms,1,1
2016,$192900,$308500,$501400,$192900,$308500,$501400,65 DOVER ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5790,09/30/2011,$431000.00,Residential,Rsd Rnch/Splt Lvl,1094,10000,27,1 Story,9,3 Bedrooms,1,1
2018,$263600,$419000,$682600,$263600,$419000,$682600,103 ALDEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5824,10/06/2015,$658000.00,Residential,Colonial,1802,56553,27,2 Stories,7,4 Bedrooms,1,1
2017,$263600,$427400,$691000,$263600,$427400,$691000,103 ALDEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5824,10/06/2015,$658000.00,Residential,Colonial,1802,56553,27,2 Stories,7,4 Bedrooms,1,1
2016,$245400,$427400,$672800,$245400,$427400,$672800,103 ALDEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5824,10/06/2015,$658000.00,Residential,Colonial,1802,56553,27,2 Stories,7,4 Bedrooms,1,1
2018,$323000,$410600,$733600,$323000,$410600,$733600,94 ALDEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5826,06/27/2017,$713000.00,Residential,Rsd Rnch/Splt Lvl,1766,41307,27,1 Story,8,4 Bedrooms,2,0
2017,$310900,$419000,$729900,$310900,$419000,$729900,94 ALDEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5826,06/27/2017,$713000.00,Residential,Rsd Rnch/Splt Lvl,1766,41307,27,1 Story,8,4 Bedrooms,2,0
2016,$329300,$419000,$748300,$329300,$419000,$748300,94 ALDEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5826,06/27/2017,$713000.00,Residential,Rsd Rnch/Splt Lvl,1766,41307,27,1 Story,8,4 Bedrooms,2,0
2018,$323000,$410600,$733600,$323000,$410600,$733600,94 ALDEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5826,06/25/2012,$595000.00,Residential,Rsd Rnch/Splt Lvl,1766,41307,27,1 Story,8,4 Bedrooms,2,0
2017,$310900,$419000,$729900,$310900,$419000,$729900,94 ALDEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5826,06/25/2012,$595000.00,Residential,Rsd Rnch/Splt Lvl,1766,41307,27,1 Story,8,4 Bedrooms,2,0
2016,$329300,$419000,$748300,$329300,$419000,$748300,94 ALDEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5826,06/25/2012,$595000.00,Residential,Rsd Rnch/Splt Lvl,1766,41307,27,1 Story,8,4 Bedrooms,2,0
2018,$323000,$410600,$733600,$323000,$410600,$733600,94 ALDEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5826,08/31/2011,$570000.00,Residential,Rsd Rnch/Splt Lvl,1766,41307,27,1 Story,8,4 Bedrooms,2,0
2017,$310900,$419000,$729900,$310900,$419000,$729900,94 ALDEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5826,08/31/2011,$570000.00,Residential,Rsd Rnch/Splt Lvl,1766,41307,27,1 Story,8,4 Bedrooms,2,0
2016,$329300,$419000,$748300,$329300,$419000,$748300,94 ALDEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5826,08/31/2011,$570000.00,Residential,Rsd Rnch/Splt Lvl,1766,41307,27,1 Story,8,4 Bedrooms,2,0
2018,$220800,$407500,$628300,$220800,$407500,$628300,44 THE VALLEY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5868,11/29/2012,$600000.00,Residential,Contemp/Modern,1440,61780,23,1 1/2 Stories,,3 Bedrooms,2,0
2017,$235500,$388000,$623500,$235500,$388000,$623500,44 THE VALLEY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5868,11/29/2012,$600000.00,Residential,Contemp/Modern,1440,61780,23,1 1/2 Stories,,3 Bedrooms,2,0
2016,$199500,$388000,$587500,$199500,$388000,$587500,44 THE VALLEY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5868,11/29/2012,$600000.00,Residential,Contemp/Modern,1440,61780,23,1 1/2 Stories,,3 Bedrooms,2,0
2018,$243000,$407900,$650900,$243000,$407900,$650900,74 THE VALLEY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5870,11/08/2013,$580000.00,Residential,Contemp/Modern,1584,62216,23,1 1/2 Stories,9,5 Bedrooms,2,0
2017,$238900,$388400,$627300,$238900,$388400,$627300,74 THE VALLEY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5870,11/08/2013,$580000.00,Residential,Contemp/Modern,1584,62216,23,1 1/2 Stories,9,5 Bedrooms,2,0
2016,$211200,$388400,$599600,$211200,$388400,$599600,74 THE VALLEY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5870,11/08/2013,$580000.00,Residential,Contemp/Modern,1584,62216,23,1 1/2 Stories,9,5 Bedrooms,2,0
2018,$258400,$628300,$886700,$258400,$628300,$886700,66 MARTHAS POINT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5896,10/03/2014,$769000.00,Residential,Contemp/Modern,1529,73541,23,1 Story,7,3 Bedrooms,2,0
2017,$275400,$598500,$873900,$275400,$598500,$873900,66 MARTHAS POINT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5896,10/03/2014,$769000.00,Residential,Contemp/Modern,1529,73541,23,1 Story,7,3 Bedrooms,2,0
2016,$259400,$598500,$857900,$259400,$598500,$857900,66 MARTHAS POINT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5896,10/03/2014,$769000.00,Residential,Contemp/Modern,1529,73541,23,1 Story,7,3 Bedrooms,2,0
2018,$286700,$410200,$696900,$286700,$410200,$696900,250 PLAINFIELD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5912,07/01/2016,$665000.00,Residential,Cape Cod,1637,40436,27,1 1/2 Stories,,3 Bedrooms,2,0
2017,$283700,$418600,$702300,$283700,$418600,$702300,250 PLAINFIELD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5912,07/01/2016,$665000.00,Residential,Cape Cod,1637,40436,27,1 1/2 Stories,,3 Bedrooms,2,0
2016,$259800,$418600,$678400,$259800,$418600,$678400,250 PLAINFIELD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5912,07/01/2016,$665000.00,Residential,Cape Cod,1637,40436,27,1 1/2 Stories,,3 Bedrooms,2,0
2018,$176500,$334900,$511400,$176500,$334900,$511400,32 FERN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5913,09/13/2016,$505000.00,Residential,Ranch,1339,16098,27,1 Story,6,3 Bedrooms,1,0
2017,$155800,$341800,$497600,$155800,$341800,$497600,32 FERN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5913,09/13/2016,$505000.00,Residential,Ranch,1339,16098,27,1 Story,6,3 Bedrooms,1,0
2016,$131500,$341800,$473300,$131500,$341800,$473300,32 FERN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5913,09/13/2016,$505000.00,Residential,Ranch,1339,16098,27,1 Story,6,3 Bedrooms,1,0
2018,$270600,$410400,$681000,$270600,$410400,$681000,94 ANSON RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5963,04/08/2016,$734000.00,Residential,Colonial,1722,40871,27,2 Stories,8,5 Bedrooms,1,1
2017,$242400,$418800,$661200,$242400,$418800,$661200,94 ANSON RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5963,04/08/2016,$734000.00,Residential,Colonial,1722,40871,27,2 Stories,8,5 Bedrooms,1,1
2016,$232100,$418800,$650900,$232100,$418800,$650900,94 ANSON RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5963,04/08/2016,$734000.00,Residential,Colonial,1722,40871,27,2 Stories,8,5 Bedrooms,1,1
2018,$311800,$372600,$684400,$311800,$372600,$684400,11 BRIGHAM WOODS,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5995,08/08/2012,$649000.00,Residential,Rsd Rnch/Splt Lvl,1346,80000,33,1 Story,9,3 Bedrooms,2,1
2017,$300500,$355000,$655500,$300500,$355000,$655500,11 BRIGHAM WOODS,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5995,08/08/2012,$649000.00,Residential,Rsd Rnch/Splt Lvl,1346,80000,33,1 Story,9,3 Bedrooms,2,1
2016,$308200,$395000,$703200,$308200,$395000,$703200,11 BRIGHAM WOODS,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5995,08/08/2012,$649000.00,Residential,Rsd Rnch/Splt Lvl,1346,80000,33,1 Story,9,3 Bedrooms,2,1
